quarter,series,category,subcategory,value,unit
2011-Q2,export_value_by_destination,South Korea,,817901432,AUD
2011-Q3,export_value_by_destination,South Korea,,1024275086,AUD
2011-Q4,export_value_by_destination,South Korea,,1176443147,AUD
2012-Q1,export_value_by_destination,South Korea,,941810970,AUD
2012-Q2,export_value_by_destination,South Korea,,762437211,AUD
2012-Q3,export_value_by_destination,South Korea,,773771928,AUD
2012-Q4,export_value_by_destination,South Korea,,665558494,AUD
2013-Q1,export_value_by_destination,South Korea,,723970946,AUD
2013-Q2,export_value_by_destination,South Korea,,784972461,AUD
2013-Q3,export_value_by_destination,South Korea,,636764724,AUD
2013-Q4,export_value_by_destination,South Korea,,701609570,AUD
2014-Q1,export_value_by_destination,South Korea,,822218547,AUD
2014-Q2,export_value_by_destination,South Korea,,699170886,AUD
2014-Q3,export_value_by_destination,South Korea,,591200327,AUD
2014-Q4,export_value_by_destination,South Korea,,683119054,AUD
2015-Q1,export_value_by_destination,South Korea,,636915674,AUD
2015-Q2,export_value_by_destination,South Korea,,750484764,AUD
2015-Q3,export_value_by_destination,South Korea,,709628605,AUD
2015-Q4,export_value_by_destination,South Korea,,718813768,AUD
2016-Q1,export_value_by_destination,South Korea,,619826424,AUD
2016-Q2,export_value_by_destination,South Korea,,565836901,AUD
2016-Q3,export_value_by_destination,South Korea,,646417732,AUD
2016-Q4,export_value_by_destination,South Korea,,1116102307,AUD
2017-Q1,export_value_by_destination,South Korea,,1124186210,AUD
2017-Q2,export_value_by_destination,South Korea,,990973835,AUD
2017-Q3,export_value_by_destination,South Korea,,959666857,AUD
2017-Q4,export_value_by_destination,South Korea,,1065359392,AUD
2018-Q1,export_value_by_destination,South Korea,,1196476375,AUD
2018-Q2,export_value_by_destination,South Korea,,755669628,AUD
2018-Q3,export_value_by_destination,South Korea,,1022479721,AUD
2018-Q4,export_value_by_destination,South Korea,,1368180147,AUD
2019-Q1,export_value_by_destination,South Korea,,1102686799,AUD
2019-Q2,export_value_by_destination,South Korea,,1176811200,AUD
2019-Q3,export_value_by_destination,South Korea,,845237442,AUD
2019-Q4,export_value_by_destination,South Korea,,731745335,AUD
2020-Q1,export_value_by_destination,South Korea,,821990702,AUD
2020-Q2,export_value_by_destination,South Korea,,630459938,AUD
2020-Q3,export_value_by_destination,South Korea,,498467382,AUD
2020-Q4,export_value_by_destination,South Korea,,691131300,AUD
2021-Q1,export_value_by_destination,South Korea,,774131417,AUD
2021-Q2,export_value_by_destination,South Korea,,859687962,AUD
2021-Q3,export_value_by_destination,South Korea,,1612669956,AUD
2021-Q4,export_value_by_destination,South Korea,,2099112063,AUD
2022-Q1,export_value_by_destination,South Korea,,2848809466,AUD
2022-Q2,export_value_by_destination,South Korea,,2825613204,AUD
2022-Q3,export_value_by_destination,South Korea,,2106023873,AUD
2022-Q4,export_value_by_destination,South Korea,,2240133952,AUD
2023-Q1,export_value_by_destination,South Korea,,2334025681,AUD
2023-Q2,export_value_by_destination,South Korea,,1994267290,AUD
2023-Q3,export_value_by_destination,South Korea,,1657451540,AUD
2023-Q4,export_value_by_destination,South Korea,,2065289758,AUD
2024-Q1,export_value_by_destination,South Korea,,1878415779,AUD
2024-Q2,export_value_by_destination,South Korea,,1514432375,AUD
2024-Q3,export_value_by_destination,South Korea,,1602657045,AUD
2024-Q4,export_value_by_destination,South Korea,,1507914395,AUD
2025-Q1,export_value_by_destination,South Korea,,1373400596,AUD
2025-Q2,export_value_by_destination,South Korea,,1241994259,AUD
2025-Q3,export_value_by_destination,South Korea,,1505663011,AUD
2025-Q4,export_value_by_destination,South Korea,,1465267809,AUD
2026-Q1,export_value_by_destination,South Korea,,1534004656,AUD
2010-Q1,export_value_by_destination,Spain,,31317533,AUD
2010-Q2,export_value_by_destination,Spain,,86560853,AUD
2010-Q3,export_value_by_destination,Spain,,140447170,AUD
2010-Q4,export_value_by_destination,Spain,,107756529,AUD
2011-Q1,export_value_by_destination,Spain,,10604015,AUD
2011-Q2,export_value_by_destination,Spain,,139744171,AUD
2011-Q3,export_value_by_destination,Spain,,149588927,AUD
2011-Q4,export_value_by_destination,Spain,,149128952,AUD
2012-Q1,export_value_by_destination,Spain,,92284850,AUD
2012-Q2,export_value_by_destination,Spain,,54368488,AUD
2012-Q3,export_value_by_destination,Spain,,64409261,AUD
2012-Q4,export_value_by_destination,Spain,,53593941,AUD
2013-Q1,export_value_by_destination,Spain,,45373885,AUD
2013-Q2,export_value_by_destination,Spain,,31249567,AUD
2013-Q3,export_value_by_destination,Spain,,31467589,AUD
2013-Q4,export_value_by_destination,Spain,,42563775,AUD
2014-Q1,export_value_by_destination,Spain,,38909457,AUD
2014-Q2,export_value_by_destination,Spain,,17527220,AUD
2014-Q3,export_value_by_destination,Spain,,33528444,AUD
2014-Q4,export_value_by_destination,Spain,,50231326,AUD
2015-Q1,export_value_by_destination,Spain,,35584481,AUD
2015-Q2,export_value_by_destination,Spain,,32734532,AUD
2015-Q3,export_value_by_destination,Spain,,38681288,AUD
2015-Q4,export_value_by_destination,Spain,,41628846,AUD
2016-Q1,export_value_by_destination,Spain,,29765287,AUD
2016-Q2,export_value_by_destination,Spain,,19343482,AUD
2016-Q3,export_value_by_destination,Spain,,50388269,AUD
2016-Q4,export_value_by_destination,Spain,,115428544,AUD
2017-Q1,export_value_by_destination,Spain,,60071135,AUD
2017-Q2,export_value_by_destination,Spain,,29307452,AUD
2017-Q3,export_value_by_destination,Spain,,64034128,AUD
2017-Q4,export_value_by_destination,Spain,,63137595,AUD
2018-Q1,export_value_by_destination,Spain,,89761084,AUD
2018-Q2,export_value_by_destination,Spain,,75898782,AUD
2018-Q3,export_value_by_destination,Spain,,53581338,AUD
2018-Q4,export_value_by_destination,Spain,,45301398,AUD
2019-Q1,export_value_by_destination,Spain,,47229185,AUD
2019-Q2,export_value_by_destination,Spain,,60683702,AUD
2019-Q3,export_value_by_destination,Spain,,41473747,AUD
2019-Q4,export_value_by_destination,Spain,,35450830,AUD
2020-Q1,export_value_by_destination,Spain,,57253071,AUD
2020-Q2,export_value_by_destination,Spain,,12805657,AUD
2020-Q3,export_value_by_destination,Spain,,5476967,AUD
2020-Q4,export_value_by_destination,Spain,,33187939,AUD
2021-Q1,export_value_by_destination,Spain,,25497906,AUD
2021-Q2,export_value_by_destination,Spain,,16676119,AUD
2021-Q3,export_value_by_destination,Spain,,52664768,AUD
2021-Q4,export_value_by_destination,Spain,,24797988,AUD
2022-Q1,export_value_by_destination,Spain,,72477225,AUD
2022-Q2,export_value_by_destination,Spain,,77932603,AUD
2022-Q3,export_value_by_destination,Spain,,57495434,AUD
2022-Q4,export_value_by_destination,Spain,,63338400,AUD
2023-Q1,export_value_by_destination,Spain,,50922673,AUD
2023-Q2,export_value_by_destination,Spain,,90031634,AUD
2023-Q3,export_value_by_destination,Spain,,33866795,AUD
2023-Q4,export_value_by_destination,Spain,,65280396,AUD
2024-Q1,export_value_by_destination,Spain,,65744611,AUD
2024-Q2,export_value_by_destination,Spain,,47587434,AUD
2024-Q3,export_value_by_destination,Spain,,41734704,AUD
2024-Q4,export_value_by_destination,Spain,,26419548,AUD
2025-Q1,export_value_by_destination,Spain,,62510487,AUD
2025-Q2,export_value_by_destination,Spain,,24566495,AUD
2025-Q3,export_value_by_destination,Spain,,25289780,AUD
2025-Q4,export_value_by_destination,Spain,,95956150,AUD
2026-Q1,export_value_by_destination,Spain,,72691517,AUD
2010-Q1,export_value_by_destination,Sweden,,42842956,AUD
2010-Q2,export_value_by_destination,Sweden,,64609244,AUD
2010-Q3,export_value_by_destination,Sweden,,111225784,AUD
2010-Q4,export_value_by_destination,Sweden,,30624829,AUD
2011-Q1,export_value_by_destination,Sweden,,0,AUD
2011-Q2,export_value_by_destination,Sweden,,105707685,AUD
2011-Q3,export_value_by_destination,Sweden,,129727049,AUD
2011-Q4,export_value_by_destination,Sweden,,16271746,AUD
2012-Q1,export_value_by_destination,Sweden,,15829410,AUD
2012-Q2,export_value_by_destination,Sweden,,63967724,AUD
2012-Q3,export_value_by_destination,Sweden,,92499148,AUD
2012-Q4,export_value_by_destination,Sweden,,11566119,AUD
2013-Q1,export_value_by_destination,Sweden,,10618978,AUD
2013-Q2,export_value_by_destination,Sweden,,35708859,AUD
2013-Q3,export_value_by_destination,Sweden,,80975048,AUD
2013-Q4,export_value_by_destination,Sweden,,11880226,AUD
2014-Q1,export_value_by_destination,Sweden,,25009492,AUD
2014-Q2,export_value_by_destination,Sweden,,49900143,AUD
2014-Q3,export_value_by_destination,Sweden,,28803089,AUD
2014-Q4,export_value_by_destination,Sweden,,20983946,AUD
2015-Q1,export_value_by_destination,Sweden,,21348867,AUD
2015-Q2,export_value_by_destination,Sweden,,54940550,AUD
2015-Q3,export_value_by_destination,Sweden,,68348085,AUD
2015-Q4,export_value_by_destination,Sweden,,8940910,AUD
2016-Q1,export_value_by_destination,Sweden,,17876262,AUD
2016-Q2,export_value_by_destination,Sweden,,55249139,AUD
2016-Q3,export_value_by_destination,Sweden,,72112939,AUD
2016-Q4,export_value_by_destination,Sweden,,51191950,AUD
2017-Q1,export_value_by_destination,Sweden,,18087997,AUD
2017-Q2,export_value_by_destination,Sweden,,60543807,AUD
2017-Q3,export_value_by_destination,Sweden,,91949601,AUD
2017-Q4,export_value_by_destination,Sweden,,0,AUD
2018-Q1,export_value_by_destination,Sweden,,48668335,AUD
2018-Q2,export_value_by_destination,Sweden,,67156563,AUD
2018-Q3,export_value_by_destination,Sweden,,74460267,AUD
2018-Q4,export_value_by_destination,Sweden,,24033496,AUD
2019-Q1,export_value_by_destination,Sweden,,39388994,AUD
2019-Q2,export_value_by_destination,Sweden,,96542753,AUD
2019-Q3,export_value_by_destination,Sweden,,162030159,AUD
2019-Q4,export_value_by_destination,Sweden,,17669751,AUD
2020-Q1,export_value_by_destination,Sweden,,39264002,AUD
2020-Q2,export_value_by_destination,Sweden,,64117676,AUD
2020-Q3,export_value_by_destination,Sweden,,68457193,AUD
2020-Q4,export_value_by_destination,Sweden,,23337550,AUD
2021-Q1,export_value_by_destination,Sweden,,14640173,AUD
2021-Q2,export_value_by_destination,Sweden,,48148027,AUD
2021-Q3,export_value_by_destination,Sweden,,94881755,AUD
2021-Q4,export_value_by_destination,Sweden,,39130361,AUD
2022-Q1,export_value_by_destination,Sweden,,83525733,AUD
2022-Q2,export_value_by_destination,Sweden,,283145167,AUD
2022-Q3,export_value_by_destination,Sweden,,147786834,AUD
2022-Q4,export_value_by_destination,Sweden,,67623104,AUD
2023-Q1,export_value_by_destination,Sweden,,74292417,AUD
2023-Q2,export_value_by_destination,Sweden,,109976580,AUD
2023-Q3,export_value_by_destination,Sweden,,120996431,AUD
2023-Q4,export_value_by_destination,Sweden,,54139643,AUD
2024-Q1,export_value_by_destination,Sweden,,37794801,AUD
2024-Q2,export_value_by_destination,Sweden,,161236287,AUD
2024-Q3,export_value_by_destination,Sweden,,172538505,AUD
2024-Q4,export_value_by_destination,Sweden,,46708644,AUD
2025-Q1,export_value_by_destination,Sweden,,53081509,AUD
2025-Q2,export_value_by_destination,Sweden,,95475334,AUD
2025-Q3,export_value_by_destination,Sweden,,110967924,AUD
2025-Q4,export_value_by_destination,Sweden,,0,AUD
2026-Q1,export_value_by_destination,Sweden,,44735914,AUD
2010-Q1,export_value_by_destination,Switzerland,,0,AUD
2010-Q2,export_value_by_destination,Switzerland,,7162059,AUD
2010-Q3,export_value_by_destination,Switzerland,,0,AUD
2010-Q4,export_value_by_destination,Switzerland,,7818302,AUD
2011-Q1,export_value_by_destination,Switzerland,,0,AUD
2011-Q2,export_value_by_destination,Switzerland,,0,AUD
2011-Q3,export_value_by_destination,Switzerland,,0,AUD
2011-Q4,export_value_by_destination,Switzerland,,0,AUD
2012-Q1,export_value_by_destination,Switzerland,,2258398,AUD
2012-Q2,export_value_by_destination,Switzerland,,7355351,AUD
2012-Q3,export_value_by_destination,Switzerland,,0,AUD
2012-Q4,export_value_by_destination,Switzerland,,69619607,AUD
2013-Q1,export_value_by_destination,Switzerland,,59750767,AUD
2013-Q2,export_value_by_destination,Switzerland,,46905617,AUD
2013-Q3,export_value_by_destination,Switzerland,,30440725,AUD
2013-Q4,export_value_by_destination,Switzerland,,49107161,AUD
2014-Q1,export_value_by_destination,Switzerland,,52144217,AUD
2014-Q2,export_value_by_destination,Switzerland,,96868428,AUD
2014-Q3,export_value_by_destination,Switzerland,,28930046,AUD
2014-Q4,export_value_by_destination,Switzerland,,99368903,AUD
2015-Q1,export_value_by_destination,Switzerland,,76341569,AUD
2015-Q2,export_value_by_destination,Switzerland,,107189625,AUD
2015-Q3,export_value_by_destination,Switzerland,,118433736,AUD
2015-Q4,export_value_by_destination,Switzerland,,100340358,AUD
2016-Q1,export_value_by_destination,Switzerland,,99443703,AUD
2016-Q2,export_value_by_destination,Switzerland,,125100841,AUD
2016-Q3,export_value_by_destination,Switzerland,,116061092,AUD
2016-Q4,export_value_by_destination,Switzerland,,51503587,AUD
2017-Q1,export_value_by_destination,Switzerland,,185460902,AUD
2017-Q2,export_value_by_destination,Switzerland,,53500602,AUD
2017-Q3,export_value_by_destination,Switzerland,,37397766,AUD
2017-Q4,export_value_by_destination,Switzerland,,22095947,AUD
2018-Q1,export_value_by_destination,Switzerland,,34220130,AUD
2018-Q2,export_value_by_destination,Switzerland,,403563317,AUD
2018-Q3,export_value_by_destination,Switzerland,,218848353,AUD
2018-Q4,export_value_by_destination,Switzerland,,63174122,AUD
2019-Q1,export_value_by_destination,Switzerland,,195095862,AUD
2019-Q2,export_value_by_destination,Switzerland,,284037141,AUD
2019-Q3,export_value_by_destination,Switzerland,,302914095,AUD
2019-Q4,export_value_by_destination,Switzerland,,255031215,AUD
2020-Q1,export_value_by_destination,Switzerland,,172932463,AUD
2020-Q2,export_value_by_destination,Switzerland,,220197758,AUD
2020-Q3,export_value_by_destination,Switzerland,,107560203,AUD
2020-Q4,export_value_by_destination,Switzerland,,53789004,AUD
2021-Q1,export_value_by_destination,Switzerland,,251855657,AUD
2021-Q2,export_value_by_destination,Switzerland,,166953524,AUD
2021-Q3,export_value_by_destination,Switzerland,,543102422,AUD
2021-Q4,export_value_by_destination,Switzerland,,833252632,AUD
