quarter,series,category,subcategory,value,unit
2013-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,4015255,tonnes
2013-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5445639,tonnes
2013-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5544516,tonnes
2013-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5649807,tonnes
2014-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5292229,tonnes
2014-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5714715,tonnes
2014-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,6763524,tonnes
2014-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,6052796,tonnes
2015-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,4692805,tonnes
2015-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5227377,tonnes
2015-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,6494073,tonnes
2015-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,6772592,tonnes
2016-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5206514,tonnes
2016-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,6029123,tonnes
2016-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5231800,tonnes
2016-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,6461489,tonnes
2017-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5262768,tonnes
2017-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5010692,tonnes
2017-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5450573,tonnes
2017-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5536167,tonnes
2018-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,4532135,tonnes
2018-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5395939,tonnes
2018-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,4687842,tonnes
2018-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5478899,tonnes
2019-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5435456,tonnes
2019-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,6388171,tonnes
2019-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5248643,tonnes
2019-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,4860284,tonnes
2020-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,4679496,tonnes
2020-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,4756466,tonnes
2020-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5786191,tonnes
2020-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,5226918,tonnes
2021-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,6440903,tonnes
2021-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,4988916,tonnes
2021-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,4221112,tonnes
2021-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,4170684,tonnes
2022-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1810609,tonnes
2022-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,2210344,tonnes
2022-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1826372,tonnes
2022-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1934005,tonnes
2023-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1414170,tonnes
2023-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,2351022,tonnes
2023-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1256565,tonnes
2023-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1800194,tonnes
2024-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,2026141,tonnes
2024-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,2003090,tonnes
2024-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1554106,tonnes
2024-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1692649,tonnes
2025-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1472922,tonnes
2025-Q2,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1652336,tonnes
2025-Q3,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1784305,tonnes
2025-Q4,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1708998,tonnes
2026-Q1,port_export_tonnes,Gladstone Port,Semi-Soft Coking Coal,1763506,tonnes
2010-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,4708818,tonnes
2010-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,4706462,tonnes
2010-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,5640436,tonnes
2010-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,4333059,tonnes
2011-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,1755831,tonnes
2011-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,4067666,tonnes
2011-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,4988168,tonnes
2011-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,5504107,tonnes
2012-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,4303177,tonnes
2012-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,4314818,tonnes
2012-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,3951558,tonnes
2012-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,5636708,tonnes
2013-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,4034911,tonnes
2013-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,4966936,tonnes
2013-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,5773749,tonnes
2013-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,6751153,tonnes
2014-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,5191859,tonnes
2014-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,4814566,tonnes
2014-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,4892849,tonnes
2014-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,5770952,tonnes
2015-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,4241036,tonnes
2015-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,6518359,tonnes
2015-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,5915009,tonnes
2015-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,5976102,tonnes
2016-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,6164277,tonnes
2016-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,6510538,tonnes
2016-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,6765131,tonnes
2016-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,7080448,tonnes
2017-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,5864172,tonnes
2017-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,5310016,tonnes
2017-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,6211675,tonnes
2017-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,6829291,tonnes
2018-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,5630107,tonnes
2018-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,5851093,tonnes
2018-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,6777777,tonnes
2018-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,7177955,tonnes
2019-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,5976525,tonnes
2019-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,6401605,tonnes
2019-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,7131701,tonnes
2019-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,6024602,tonnes
2020-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,6761026,tonnes
2020-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,6655804,tonnes
2020-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,5090663,tonnes
2020-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,6422566,tonnes
2021-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,5339798,tonnes
2021-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,6310793,tonnes
2021-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,6595410,tonnes
2021-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,4691631,tonnes
2022-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,5283297,tonnes
2022-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,5456247,tonnes
2022-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,5164490,tonnes
2022-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,5416779,tonnes
2023-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,5223482,tonnes
2023-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,5952532,tonnes
2023-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,6776895,tonnes
2023-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,6410398,tonnes
2024-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,5637885,tonnes
2024-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,5803770,tonnes
2024-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,5545928,tonnes
2024-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,6867208,tonnes
2025-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,5216795,tonnes
2025-Q2,port_export_tonnes,Gladstone Port,Thermal Coal,5268991,tonnes
2025-Q3,port_export_tonnes,Gladstone Port,Thermal Coal,6384743,tonnes
2025-Q4,port_export_tonnes,Gladstone Port,Thermal Coal,7197755,tonnes
2026-Q1,port_export_tonnes,Gladstone Port,Thermal Coal,5695011,tonnes
2010-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,5989174,tonnes
2010-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,8752368,tonnes
2010-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,7631498,tonnes
2010-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,7438612,tonnes
2011-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,5295122,tonnes
2011-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,7493474,tonnes
2011-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,7539559,tonnes
2011-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,6900572,tonnes
2012-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,6802709,tonnes
2012-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,6289680,tonnes
2012-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,5281520,tonnes
2012-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,7500801,tonnes
2013-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,6948643,tonnes
2013-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,8116354,tonnes
2013-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,7853538,tonnes
2013-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,8488824,tonnes
2014-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,7440817,tonnes
2014-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,9024057,tonnes
2014-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,7651547,tonnes
2014-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,10028221,tonnes
2015-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,8792638,tonnes
2015-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,8193430,tonnes
2015-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,8565812,tonnes
2015-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,10598104,tonnes
2016-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,10290162,tonnes
2016-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,10217388,tonnes
2016-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,10176206,tonnes
2016-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,10519872,tonnes
2017-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,8892985,tonnes
2017-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,6781721,tonnes
2017-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,10510911,tonnes
2017-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,9418004,tonnes
2018-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,10465491,tonnes
2018-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,11511872,tonnes
2018-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,10022242,tonnes
2018-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,9802176,tonnes
2019-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,8952934,tonnes
2019-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,11224548,tonnes
2019-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,10026904,tonnes
2019-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,12130091,tonnes
2020-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,11303590,tonnes
2020-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,11098130,tonnes
2020-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,9273857,tonnes
2020-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,9325117,tonnes
2021-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,9716131,tonnes
2021-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,10708703,tonnes
2021-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,8216052,tonnes
2021-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,7175251,tonnes
2022-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,9462428,tonnes
2022-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,11421320,tonnes
2022-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,9636559,tonnes
2022-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,10512266,tonnes
2023-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,8931582,tonnes
2023-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,11681186,tonnes
2023-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,7962145,tonnes
2023-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,7868865,tonnes
2024-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,9144437,tonnes
2024-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,9656530,tonnes
2024-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,8545341,tonnes
2024-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,9389734,tonnes
2025-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,7417730,tonnes
2025-Q2,port_export_tonnes,Hay Point,Hard Coking Coal,9717158,tonnes
2025-Q3,port_export_tonnes,Hay Point,Hard Coking Coal,8855054,tonnes
2025-Q4,port_export_tonnes,Hay Point,Hard Coking Coal,8605201,tonnes
2026-Q1,port_export_tonnes,Hay Point,Hard Coking Coal,7683958,tonnes
2010-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2010-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2010-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2010-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2011-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2011-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2011-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2011-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2012-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2012-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2012-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2012-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2013-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2013-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2013-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2013-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2014-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2014-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2014-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2014-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2015-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2015-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2015-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2015-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2016-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2016-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2016-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2016-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2017-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2017-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2017-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2017-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2018-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2018-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2018-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2018-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2019-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2019-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2019-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2019-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2020-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2020-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2020-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2020-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2021-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2021-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2021-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2021-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2022-Q1,port_export_tonnes,Hay Point,PCI,1441079,tonnes
2022-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2022-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2022-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2023-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2023-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2023-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2023-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2024-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2024-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2024-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2024-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2025-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2025-Q2,port_export_tonnes,Hay Point,PCI,0,tonnes
2025-Q3,port_export_tonnes,Hay Point,PCI,0,tonnes
2025-Q4,port_export_tonnes,Hay Point,PCI,0,tonnes
2026-Q1,port_export_tonnes,Hay Point,PCI,0,tonnes
2010-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1116018,tonnes
2010-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1456327,tonnes
2010-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2206880,tonnes
2010-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1468607,tonnes
2011-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,498829,tonnes
2011-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,701956,tonnes
2011-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,977771,tonnes
2011-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1056963,tonnes
2012-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1035676,tonnes
2012-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1188514,tonnes
2012-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1231218,tonnes
2012-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1494573,tonnes
2013-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1715827,tonnes
2013-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1556450,tonnes
2013-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1652851,tonnes
2013-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1896740,tonnes
2014-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2372692,tonnes
2014-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2039180,tonnes
2014-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1984551,tonnes
2014-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1935228,tonnes
2015-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1946622,tonnes
2015-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2406770,tonnes
2015-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2293982,tonnes
2015-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1698906,tonnes
2016-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2136181,tonnes
2016-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2534814,tonnes
2016-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2263600,tonnes
2016-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1284617,tonnes
2017-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2678913,tonnes
2017-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1744023,tonnes
2017-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2432170,tonnes
2017-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2244668,tonnes
2018-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2105274,tonnes
2018-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2065666,tonnes
2018-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2237483,tonnes
2018-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2124268,tonnes
2019-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2606861,tonnes
2019-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1937310,tonnes
2019-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1832134,tonnes
2019-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2413226,tonnes
2020-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2373479,tonnes
2020-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2020805,tonnes
2020-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1544519,tonnes
2020-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1667242,tonnes
2021-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1517303,tonnes
2021-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,2267607,tonnes
2021-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1867862,tonnes
2021-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,1778839,tonnes
2022-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,216368,tonnes
2022-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,321000,tonnes
2022-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,0,tonnes
2022-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,246969,tonnes
2023-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,305880,tonnes
2023-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,388952,tonnes
2023-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,198257,tonnes
2023-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,191050,tonnes
2024-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,162789,tonnes
2024-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,0,tonnes
2024-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,0,tonnes
2024-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,0,tonnes
2025-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,0,tonnes
2025-Q2,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,0,tonnes
2025-Q3,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,0,tonnes
2025-Q4,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,0,tonnes
2026-Q1,port_export_tonnes,Hay Point,Semi-Soft Coking Coal,0,tonnes
2010-Q1,port_export_tonnes,Hay Point,Thermal Coal,100351,tonnes
2010-Q2,port_export_tonnes,Hay Point,Thermal Coal,201120,tonnes
2010-Q3,port_export_tonnes,Hay Point,Thermal Coal,96642,tonnes
2010-Q4,port_export_tonnes,Hay Point,Thermal Coal,78876,tonnes
2011-Q1,port_export_tonnes,Hay Point,Thermal Coal,73252,tonnes
2011-Q2,port_export_tonnes,Hay Point,Thermal Coal,82500,tonnes
2011-Q3,port_export_tonnes,Hay Point,Thermal Coal,146220,tonnes
2011-Q4,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2012-Q1,port_export_tonnes,Hay Point,Thermal Coal,72685,tonnes
2012-Q2,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2012-Q3,port_export_tonnes,Hay Point,Thermal Coal,223621,tonnes
2012-Q4,port_export_tonnes,Hay Point,Thermal Coal,28470,tonnes
2013-Q1,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2013-Q2,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2013-Q3,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2013-Q4,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2014-Q1,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2014-Q2,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2014-Q3,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2014-Q4,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2015-Q1,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2015-Q2,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2015-Q3,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2015-Q4,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2016-Q1,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2016-Q2,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2016-Q3,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2016-Q4,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
2017-Q1,port_export_tonnes,Hay Point,Thermal Coal,0,tonnes
